start_station_id,time_hour,start_lat,start_lng,start_borough,start_mode_landuse,temperature_2m_C,precipitation_mm,wind_speed_10m_kmh,hex_mta_entries,hex_mta_exits,predicted_gap
3911.05,2025-12-31 08:00:00,40.66967,-73.95029999999998,BK,01,-2.3999999999999995,0.0,19.199999999999996,0.0,0.0,5.1911125
3914.02,2025-12-31 08:00:00,40.670492200000005,-73.98541675,BK,01,-2.399999999999999,0.0,19.199999999999992,0.0,0.0,7.5497136
3919.07,2025-12-31 08:00:00,40.67077669999995,-73.95768010000005,BK,01,-2.4000000000000035,0.0,19.200000000000028,0.0,0.0,9.160526
3919.12,2025-12-31 08:00:00,40.670528999999995,-73.95822199999999,BK,01,-2.399999999999999,0.0,19.199999999999992,0.0,0.0,3.9743395
3922.02,2025-12-31 08:00:00,40.671907,-73.993612,BK,01,-2.4,0.0,19.2,0.0,0.0,7.759364
3928.08,2025-12-31 08:00:00,40.67164929999996,-73.96311449999996,BK,02,-2.4000000000000017,0.0,19.200000000000014,0.0,0.0,5.395949
3940.04,2025-12-31 08:00:00,40.67267243410948,-74.0087952464819,BK,06,-2.4,0.0,19.2,0.0,0.0,5.6136017
3943.03,2025-12-31 08:00:00,40.67113,-73.94222,BK,01,-2.3999999999999995,0.0,19.199999999999996,0.0,0.0,4.82547
3946.07,2025-12-31 08:00:00,40.67278400000002,-73.97982599999989,BK,02,-2.4000000000000026,0.0,19.20000000000002,0.0,0.0,4.655284
3950.03,2025-12-31 08:00:00,40.67154,-73.91433000000004,BK,01,-2.3999999999999995,0.0,19.199999999999996,0.0,0.0,6.085641
3952.07,2025-12-31 08:00:00,40.67077,-73.9507,BK,01,-2.3999999999999995,0.0,19.199999999999996,0.0,0.0,4.180723
3960.01,2025-12-31 08:00:00,40.67216830000003,-73.96090000000002,BK,02,-2.400000000000003,0.0,19.200000000000024,0.0,0.0,6.589145
3966.01,2025-12-31 08:00:00,40.6705,-73.93079999999999,BK,01,-2.4,0.0,19.2,0.0,0.0,4.550255
3982.01,2025-12-31 08:00:00,40.67318999999999,-73.91083000000002,BK,02,-2.3999999999999995,0.0,19.199999999999996,0.0,0.0,1.08443
3984.02,2025-12-31 08:00:00,40.67234000000001,-73.94763000000006,BK,01,-2.400000000000001,0.0,19.200000000000006,0.0,0.0,5.0927553
3993.03,2025-12-31 08:00:00,40.67269499999998,-73.95413099999998,BK,01,-2.399999999999999,0.0,19.199999999999992,0.0,0.0,3.7415807
3996.01,2025-12-31 08:00:00,40.672602981501264,-73.98983001708984,BK,02,-2.3999999999999995,0.0,19.199999999999996,0.0,0.0,8.303037
4001.09,2025-12-31 08:00:00,40.67372359999995,-73.9631611,BK,02,-2.4000000000000026,0.0,19.20000000000002,0.0,0.0,5.518805
4010.01,2025-12-31 08:00:00,40.67313399999995,-73.969106,BK,02,-2.400000000000002,0.0,19.200000000000017,0.0,0.0,9.745621
4010.13,2025-12-31 08:00:00,40.6750207,-73.97111473000012,BK,02,-2.4000000000000035,0.0,19.200000000000028,0.0,0.0,10.716878
4010.15,2025-12-31 08:00:00,40.6729679,-73.97087984000005,BK,02,-2.400000000000002,0.0,19.200000000000017,0.0,0.0,9.09148
4019.06,2025-12-31 08:00:00,40.6740886,-73.97872820000008,BK,02,-2.4000000000000017,0.0,19.200000000000014,0.0,0.0,6.237422
4025.02,2025-12-31 08:00:00,40.67427999999998,-73.95029999999998,BK,01,-2.399999999999999,0.0,19.199999999999992,0.0,0.0,5.729886
4028.03,2025-12-31 08:00:00,40.6750705,-73.98775226,BK,02,-2.3999999999999995,0.0,19.199999999999996,0.0,0.0,5.879736
4028.04,2025-12-31 08:00:00,40.67374599999998,-73.98564900000008,BK,02,-2.4000000000000026,0.0,19.20000000000002,0.0,0.0,6.244754
4031.05,2025-12-31 08:00:00,40.67372,-73.92199,BK,01,-2.4,0.0,19.2,0.0,0.0,5.8338113
4033.16,2025-12-31 08:00:00,40.67324785000002,-73.95689516999994,BK,02,-2.4000000000000026,0.0,19.20000000000002,0.0,0.0,6.133974
4042.08,2025-12-31 08:00:00,40.67401229999997,-73.96714570000005,BK,02,-2.400000000000003,0.0,19.200000000000024,0.0,0.0,3.9904246
4045.01,2025-12-31 08:00:00,40.67434,-74.00194698,BK,06,-2.4,0.0,19.2,0.0,0.0,5.582844
4051.01,2025-12-31 08:00:00,40.67514683870975,-73.97523209452629,BK,02,-2.4000000000000026,0.0,19.20000000000002,0.0,0.0,10.424234
4057.04,2025-12-31 08:00:00,40.67412000000001,-73.94447000000001,BK,01,-2.3999999999999995,0.0,19.199999999999996,0.0,0.0,4.6111994
4060.09,2025-12-31 08:00:00,40.67516219999999,-73.98148320000007,BK,02,-2.4000000000000026,0.0,19.20000000000002,0.0,0.0,6.1552
4072.02,2025-12-31 08:00:00,40.674700000000016,-73.92512,BK,01,-2.3999999999999995,0.0,19.199999999999996,0.0,0.0,5.9518905
4074.14,2025-12-31 08:00:00,40.676513,-73.959431,BK,02,-2.3999999999999995,0.0,19.199999999999996,0.0,0.0,3.7390857
4077.04,2025-12-31 08:00:00,40.674695699999994,-73.99785768,BK,02,-2.4,0.0,19.2,0.0,0.0,6.4572783
4077.07,2025-12-31 08:00:00,40.67595768953127,-73.99894942833195,BK,02,-2.3999999999999995,0.0,19.199999999999996,0.0,0.0,7.376788
4080.01,2025-12-31 08:00:00,40.67686,-73.93327,BK,01,-2.4,0.0,19.2,0.0,0.0,5.6735535
4083.13,2025-12-31 08:00:00,40.67669999999999,-73.969024,BK,02,-2.400000000000002,0.0,19.200000000000017,0.0,0.0,6.024213
4086.05,2025-12-31 08:00:00,40.6769993,-74.00647134,BK,01,-2.4,0.0,19.2,0.0,0.0,4.7299695
4089.01,2025-12-31 08:00:00,40.6756,-73.9415,BK,01,-2.4,0.0,19.2,0.0,0.0,4.681281
4095.03,2025-12-31 08:00:00,40.6773429,-74.01275056,BK,01,-2.4,0.0,19.2,0.0,0.0,8.069947
4095.10,2025-12-31 08:00:00,40.6758329439129,-74.01472628116608,BK,01,-2.4,0.0,19.2,0.0,0.0,6.419754
4096.08,2025-12-31 08:00:00,40.67486000000001,-73.91123000000002,BK,01,-2.3999999999999995,0.0,19.199999999999996,0.0,0.0,3.9054322
4101.17,2025-12-31 08:00:00,40.676756999999974,-73.98326200000002,BK,02,-2.400000000000001,0.0,19.200000000000006,0.0,0.0,7.135391
4107.05,2025-12-31 08:00:00,40.6758324,-73.95616770000004,BK,02,-2.4000000000000017,0.0,19.200000000000014,0.0,0.0,4.746154
4107.13,2025-12-31 08:00:00,40.67759206937373,-73.955637216568,BK,02,-2.400000000000003,0.0,19.200000000000024,0.0,0.0,5.5575914
4110.10,2025-12-31 08:00:00,40.677728699999996,-73.99364122999997,BK,02,-2.4000000000000026,0.0,19.20000000000002,0.0,0.0,6.25237
4113.01,2025-12-31 08:00:00,40.67639,-73.92748,BK,01,-2.4,0.0,19.2,0.0,0.0,5.884938
4116.08,2025-12-31 08:00:00,40.676969399999976,-73.96579000000011,BK,02,-2.4000000000000035,0.0,19.200000000000028,0.0,0.0,5.5129976
4116.09,2025-12-31 08:00:00,40.675831999999936,-73.96330800000007,BK,02,-2.4000000000000035,0.0,19.200000000000028,0.0,0.0,5.5013065
